id_gracza	imie	nazwisko	wiek
879	Weronika	Szulc	43
880	Czeslawa	Nowak	54
881	Klaudia	Jasinska	91
882	Agnieszka	Sikora	62
883	Aneta	Czarnecka	70
884	Adela	Cieslak	41
885	Bogumila	Wasilewska	40
886	Felicja	Sikora	33
887	Emilia	Czerwinska	33
888	Zofia	Ostrowska	43
889	Amanda	Przybylska	63
890	Klementyna	Krawczyk	84
891	Anatolia	Ziolkowska	88
892	Matylda	Pawlak	26
893	Anastazja	Maciejewska	19
894	Helena	Nowak	79
895	Luiza	Malinowska	28
896	Jolanta	Zalewska	55
897	Alina	Krajewska	49
898	Celina	Szczepanska	42
899	Elena	Czarnecka	26
900	Martyna	Szymczak	38
901	Oktawia	Wysocka	22
902	Marzanna	Witkowska	45
903	Kamila	Wroblewska	57
904	Miroslawa	Pietrzak	93
905	Julita	Pawlak	37
906	Judyta	Sobczak	83
907	Liliana	Wozniak	14
908	Jola	Szymczak	25
909	Eliza	Jakubowska	86
910	Magdalena	Kwiatkowska	64
911	Wioletta	Kaczmarczyk	65
912	Halina	Mroz	34
913	Dominika	Dabrowska	70
914	Otylia	Makowska	39
915	Martyna	Wisniewska	65
916	Halina	Cieslak	45
917	Emilia	Kwiatkowska	42
918	Adriana	Wysocka	70
919	Dagmara	Wojciechowska	37
920	Agata	Nowak	46
921	Roksana	Wasilewska	30
922	Alisa	Jaworska	33
923	Regina	Kozlowska	53
924	Kamila	Walczak	89
925	Julia	Krajewska	68
926	Zofia	Kozlowska	69
927	Jolanta	Krupa	56
928	Alana	Walczak	40
929	Amanda	Sawicka	24
930	Ola	Dabrowska	65
931	Ewa	Mroz	73
932	Lucja	Sikora	16
933	Aisha	Wlodarczyk	57
934	Jadwiga	Brzezinska	41
935	Aisha	Jankowska	53
936	Lucja	Gorecka	70
937	Alina	Szulc	43
938	Kornelia	Gajewska	91
939	Ewa	Pawlak	84
940	Agata	Pietrzak	29
941	Regina	Dabrowska	84
942	Adrianna	Wisniewska	42
943	Bogumila	Baranowska	19
944	Andzelika	Szymczak	19
945	Diana	Tomaszewska	69
946	Wiktoria	Wasilewska	82
947	Hortensja	Sokolowska	15
948	Emilia	Gajewska	15
949	Alicja	Dabrowska	34
950	Alana	Ziolkowska	17
951	Regina	Kowalczyk	82
952	Alana	Kalinowska	45
953	Marcelina	Jaworska	73
954	Boguslawa	Sawicka	34
955	Stefania	Brzezinska	78
956	Cecylia	Jakubowska	77
957	Oktawia	Zakrzewska	48
958	Oliwia	Duda	77
959	Aniela	Andrzejewska	84
960	Marta	Brzezinska	57
961	Danuta	Czerwinska	91
962	Magda	Kucharska	16
963	Lucja	Szymanska	45
964	Antonina	Baran	43
965	Stanislawa	Laskowska	54
966	Andzelika	Kowalska	48
967	Oktawia	Kazmierczak	54
968	Gabriela	Jankowska	82
969	Eleonora	Mazurek	66
970	Kaja	Makowska	18
971	Ewelina	Kaczmarczyk	38
972	Beata	Sikorska	26
973	Alina	Wisniewska	77
974	Jolanta	Gorska	37
975	Karolina	Kwiatkowska	93
976	Dorota	Baranowska	93
977	Marcelina	Krajewska	51
978	Elwira	Gorecka	31
979	Dominika	Piotrowska	82
980	Maja	Baranowska	18
981	Jozefa	Piotrowska	25
982	Helena	Ziolkowska	81
983	Asia	Nowak	89
984	Judyta	Szczepanska	39
985	Klara	Tomaszewska	27
986	Eleonora	Kozlowska	28
987	Ida	Walczak	39
988	Dagmara	Ostrowska	44
989	Adrianna	Dabrowska	29
990	Judyta	Maciejewska	47
991	Eleonora	Kowalska	63
992	Eliza	Wroblewska	73
993	Cecylia	Zielinska	20
994	Felicja	Cieslak	69
995	Jadwiga	Wojciechowska	70
996	Faustyna	Wojciechowska	84
997	Berenika	Wysocka	79
998	Angelika	Gorecka	37
999	Kornelia	Krawczyk	32
1000	Patrycja	Kozlowska	70
1001	Andrea	Zalewska	48
1002	Olimpia	Sadowska	65
1003	Florentyna	Stepien	72
1004	Bogna	Pawlak	65
1005	Urszula	Jakubowska	62
1006	Klaudia	Pawlak	50
1007	Dorota	Czerwinska	36
1008	Izabela	Sikora	67
1009	Kinga	Kwiatkowska	43
1010	Danuta	Walczak	33
1011	Roksana	Malinowska	43
1012	Marcelina	Jaworska	39
1013	Anastazja	Jankowska	27
1014	Konstancja	Gorska	37
1015	Malwina	Borkowska	25
1016	Maria	Kalinowska	92
1017	Paulina	Ostrowska	66
1018	Judyta	Krawczyk	80
1019	Aneta	Ostrowska	39
1020	Andrea	Mroz	85
1021	Roksana	Walczak	19
1022	Florencja	Kaczmarczyk	18
1023	Czeslawa	Jankowska	84
1024	Luiza	Jankowska	35
1025	Ilona	Wojciechowska	93
1026	Kamila	Dabrowska	70
1027	Barbara	Szewczyk	83
1028	Krystyna	Czarnecka	62
1029	Emilia	Wasilewska	37
1030	Natasza	Zawadzka	21
1031	Oliwia	Piotrowska	51
1032	Magdalena	Wasilewska	56
1033	Urszula	Czerwinska	87
1034	Daria	Kwiatkowska	48
1035	Honorata	Krawczyk	79
1036	Krystyna	Wlodarczyk	78
1037	Olimpia	Ostrowska	55
1038	Milena	Czarnecka	15
1039	Alisa	Rutkowska	76
1040	Klara	Adamska	39
1041	Faustyna	Rutkowska	87
